"Zip
Code",State,"Place
Name",County,Long,Lat
66085,KS,Stilwell,Johnson,-94.6643,38.7902
66086,KS,Tonganoxie,Leavenworth,-95.1051,39.1026
66087,KS,Troy,Doniphan,-95.1434,39.7906
66088,KS,Valley Falls,Jefferson,-95.467,39.3484
66090,KS,Wathena,Doniphan,-94.9255,39.7625
66091,KS,Welda,Anderson,-95.3096,38.1686
66092,KS,Wellsville,Franklin,-95.0916,38.7137
66093,KS,Westphalia,Anderson,-95.4665,38.1718
66094,KS,White Cloud,Doniphan,-95.2982,39.9627
66095,KS,Williamsburg,Franklin,-95.4226,38.4902
66097,KS,Winchester,Jefferson,-95.2696,39.3245
66101,KS,Kansas City,Wyandotte,-94.6271,39.1157
66102,KS,Kansas City,Wyandotte,-94.6693,39.1132
66103,KS,Kansas City,Wyandotte,-94.6282,39.0668
66104,KS,Kansas City,Wyandotte,-94.6792,39.1375
66105,KS,Kansas City,Wyandotte,-94.6356,39.085
66106,KS,Kansas City,Wyandotte,-94.7178,39.0694
66109,KS,Kansas City,Wyandotte,-94.7856,39.1434
66110,KS,Kansas City,Wyandotte,-94.7495,39.0966
66111,KS,Kansas City,Wyandotte,-94.7806,39.0803
66112,KS,Kansas City,Wyandotte,-94.764,39.116
66113,KS,Edwardsville,Wyandotte,-94.7233,39.0735
66115,KS,Kansas City,Wyandotte,-94.616,39.1364
66117,KS,Kansas City,Wyandotte,-94.6275,39.1142
66118,KS,Kansas City,Wyandotte,-94.6144,39.1011
66119,KS,Kansas City,Wyandotte,-94.7495,39.0966
66160,KS,Kansas City,Wyandotte,-94.7495,39.0966
66201,KS,Mission,Johnson,-94.6558,39.0278
66202,KS,Mission,Johnson,-94.6558,39.0278
66203,KS,Shawnee,Johnson,-94.7202,39.0417
66204,KS,Overland Park,Johnson,-94.6771,38.9928
66205,KS,Mission,Johnson,-94.6558,39.0278
66206,KS,Leawood,Johnson,-94.6169,38.9667
66207,KS,Overland Park,Johnson,-94.6452,38.9575
66208,KS,Prairie Village,Johnson,-94.6336,38.9917
66209,KS,Leawood,Johnson,-94.6169,38.9667
66210,KS,Overland Park,Johnson,-94.7143,38.9273
66211,KS,Leawood,Johnson,-94.6169,38.9667
66212,KS,Overland Park,Johnson,-94.6832,38.9568
66213,KS,Overland Park,Johnson,-94.7049,38.8982
66214,KS,Overland Park,Johnson,-94.7209,38.9649
66215,KS,Lenexa,Johnson,-94.7336,38.9536
66216,KS,Shawnee,Johnson,-94.7202,39.0417
66217,KS,Shawnee,Johnson,-94.7202,39.0417
66218,KS,Shawnee,Johnson,-94.7202,39.0417
66219,KS,Lenexa,Johnson,-94.7336,38.9536
66220,KS,Lenexa,Johnson,-94.7336,38.9536
66221,KS,Overland Park,Johnson,-94.7103,38.8636
66222,KS,Mission,Johnson,-94.6558,39.0278
66223,KS,Overland Park,Johnson,-94.661,38.8619
66224,KS,Overland Park,Johnson,-94.6314,38.8591
66225,KS,Overland Park,Johnson,-94.832,38.8999
66226,KS,Shawnee,Johnson,-94.7202,39.0417
66227,KS,Lenexa,Johnson,-94.7336,38.9536
66250,KS,Lenexa,Johnson,-94.7336,38.9536
66251,KS,Overland Park,Johnson,-94.832,38.8999
66276,KS,Shawnee Mission,Johnson,-94.832,38.8999
66282,KS,Overland Park,Johnson,-94.832,38.8999
66283,KS,Overland Park,Johnson,-94.832,38.8999
66285,KS,Lenexa,Johnson,-94.7336,38.9536
66286,KS,Shawnee,Johnson,-94.7202,39.0417
66401,KS,Alma,Wabaunsee,-96.2923,39.0092
66402,KS,Auburn,Shawnee,-95.8199,38.9167
66403,KS,Axtell,Marshall,-96.2676,39.8707
66404,KS,Baileyville,Nemaha,-96.1801,39.8816
66406,KS,Beattie,Marshall,-96.4286,39.8988
66407,KS,Belvue,Pottawatomie,-96.1866,39.2273
66408,KS,Bern,Nemaha,-95.961,39.9571
66409,KS,Berryton,Shawnee,-95.5825,38.9442
66411,KS,Blue Rapids,Marshall,-96.6359,39.675
66412,KS,Bremen,Marshall,-96.7458,39.8775
66413,KS,Burlingame,Osage,-95.84,38.7634
66414,KS,Carbondale,Osage,-95.6871,38.8206
66415,KS,Centralia,Nemaha,-96.1486,39.7381
66416,KS,Circleville,Jackson,-95.8517,39.5155
66417,KS,Corning,Nemaha,-96.0294,39.6572
66418,KS,Delia,Jackson,-95.9608,39.2655
66419,KS,Denison,Jackson,-95.6127,39.354
66420,KS,Dover,Shawnee,-95.9172,38.9645
66422,KS,Emmett,Pottawatomie,-96.0593,39.3048
66423,KS,Eskridge,Wabaunsee,-96.1016,38.8514
66424,KS,Everest,Brown,-95.4138,39.688
66425,KS,Fairview,Brown,-95.711,39.8445
66426,KS,Fostoria,Pottawatomie,-96.5068,39.4398
66427,KS,Frankfort,Marshall,-96.5223,39.7333
66428,KS,Goff,Nemaha,-95.9574,39.6654
66429,KS,Grantville,Jefferson,-95.5397,39.0972
66431,KS,Harveyville,Wabaunsee,-95.9617,38.79
66432,KS,Havensville,Pottawatomie,-96.0769,39.4942
66434,KS,Hiawatha,Brown,-95.6004,39.7914
66436,KS,Holton,Jackson,-95.7525,39.4436
66438,KS,Home,Marshall,-96.5063,39.8488
66439,KS,Horton,Brown,-95.5299,39.6789
66440,KS,Hoyt,Jackson,-95.6867,39.2552
66441,KS,Junction City,Geary,-96.8396,39.0299
66442,KS,Fort Riley,Geary,-96.7873,39.0619
66449,KS,Leonardville,Riley,-96.8589,39.3644
66451,KS,Lyndon,Osage,-95.6802,38.6356
66501,KS,Mc Farland,Wabaunsee,-96.2379,39.0535
66502,KS,Manhattan,Riley,-96.5858,39.1938
66503,KS,Manhattan,Riley,-96.6336,39.2458
66505,KS,Manhattan,Riley,-96.6753,39.3049
66506,KS,Manhattan,Riley,-96.5839,39.196
66507,KS,Maple Hill,Wabaunsee,-96.0397,39.0447
66508,KS,Marysville,Marshall,-96.6422,39.8428
66509,KS,Mayetta,Jackson,-95.6928,39.3489
66510,KS,Melvern,Osage,-95.629,38.5027
66512,KS,Meriden,Jefferson,-95.5476,39.2038
66514,KS,Milford,Geary,-96.91,39.1692
66515,KS,Morrill,Brown,-95.712,39.9356
66516,KS,Netawaka,Jackson,-95.727,39.6063
66517,KS,Ogden,Riley,-96.7101,39.1153
66518,KS,Oketo,Marshall,-96.6235,39.9598
66520,KS,Olsburg,Pottawatomie,-96.6002,39.4125
66521,KS,Onaga,Pottawatomie,-96.17,39.4889
66522,KS,Oneida,Nemaha,-95.9392,39.8639
66523,KS,Osage City,Osage,-95.8303,38.6269
66524,KS,Overbrook,Osage,-95.5616,38.7922
66526,KS,Paxico,Wabaunsee,-96.1818,39.0803
66527,KS,Powhattan,Brown,-95.6751,39.7177
66528,KS,Quenemo,Osage,-95.5362,38.5785
66531,KS,Riley,Riley,-96.8222,39.3005
66532,KS,Robinson,Brown,-95.4567,39.8182
66533,KS,Rossville,Shawnee,-95.9553,39.1451
66534,KS,Sabetha,Nemaha,-95.8113,39.8993
66535,KS,Saint George,Pottawatomie,-96.4345,39.2108
66536,KS,Saint Marys,Pottawatomie,-96.0683,39.1987
66537,KS,Scranton,Osage,-95.748,38.788
66538,KS,Seneca,Nemaha,-96.0316,39.8473
66539,KS,Silver Lake,Shawnee,-95.8552,39.1102
66540,KS,Soldier,Jackson,-95.9652,39.5013
66541,KS,Summerfield,Marshall,-96.3279,39.9798
66542,KS,Tecumseh,Shawnee,-95.5379,39.0217
66543,KS,Vassar,Osage,-95.6012,38.6419
66544,KS,Vermillion,Marshall,-96.278,39.6946
66546,KS,Wakarusa,Shawnee,-95.7015,38.9045
66547,KS,Wamego,Pottawatomie,-96.3153,39.21
66548,KS,Waterville,Marshall,-96.7498,39.6971
66549,KS,Westmoreland,Pottawatomie,-96.4374,39.4138
66550,KS,Wetmore,Nemaha,-95.8231,39.6428
66552,KS,Whiting,Jackson,-95.6158,39.5974
66554,KS,Randolph,Riley,-96.7828,39.4879
66601,KS,Topeka,Shawnee,-95.678,39.0483
66603,KS,Topeka,Shawnee,-95.6802,39.0553
66604,KS,Topeka,Shawnee,-95.7178,39.0405
66605,KS,Topeka,Shawnee,-95.6439,39.0151
66606,KS,Topeka,Shawnee,-95.7095,39.0583
66607,KS,Topeka,Shawnee,-95.6449,39.0421
66608,KS,Topeka,Shawnee,-95.6867,39.0858
66609,KS,Topeka,Shawnee,-95.6681,38.9919
66610,KS,Topeka,Shawnee,-95.7461,38.9822
66611,KS,Topeka,Shawnee,-95.6981,39.0142
66612,KS,Topeka,Shawnee,-95.6818,39.0427
66614,KS,Topeka,Shawnee,-95.7469,39.0154
66615,KS,Topeka,Shawnee,-95.7906,39.0446
66616,KS,Topeka,Shawnee,-95.6413,39.0645
66617,KS,Topeka,Shawnee,-95.6384,39.1271
66618,KS,Topeka,Shawnee,-95.7023,39.1329
66619,KS,Topeka,Shawnee,-95.7236,38.9536
66620,KS,Topeka,Shawnee,-95.7697,39.0429
66621,KS,Topeka,Shawnee,-95.7015,39.0333
66622,KS,Topeka,Shawnee,-95.7697,39.0429
66624,KS,Topeka,Shawnee,-95.7697,39.0429
66625,KS,Topeka,Shawnee,-95.678,39.0483
66626,KS,Topeka,Shawnee,-95.678,39.0483
66629,KS,Topeka,Shawnee,-95.678,39.0483
66636,KS,Topeka,Shawnee,-95.678,39.0483
66647,KS,Topeka,Shawnee,-95.7697,39.0429
66667,KS,Topeka,Shawnee,-95.7697,39.0429
66675,KS,Topeka,Shawnee,-95.7697,39.0429
66683,KS,Topeka,Shawnee,-95.678,39.0483
66699,KS,Topeka,Shawnee,-95.678,39.0483
66701,KS,Fort Scott,Bourbon,-94.7148,37.8216
66710,KS,Altoona,Wilson,-95.6483,37.5197
66711,KS,Arcadia,Crawford,-94.6548,37.6341
66712,KS,Arma,Crawford,-94.6949,37.5573
66713,KS,Baxter Springs,Cherokee,-94.7393,37.0281
66714,KS,Benedict,Wilson,-95.7038,37.6118
66716,KS,Bronson,Bourbon,-95.0303,37.9214
66717,KS,Buffalo,Wilson,-95.7014,37.7011
66720,KS,Chanute,Neosho,-95.457,37.6749
66724,KS,Cherokee,Crawford,-94.8424,37.3694
66725,KS,Columbus,Cherokee,-94.8899,37.1699
66728,KS,Crestline,Cherokee,-94.7041,37.1694
66732,KS,Elsmore,Allen,-95.1546,37.8035
66733,KS,Erie,Neosho,-95.2514,37.6044
66734,KS,Farlington,Crawford,-94.8479,37.6163
66735,KS,Franklin,Crawford,-94.7096,37.5219
66736,KS,Fredonia,Wilson,-95.7484,37.5717
66738,KS,Fulton,Bourbon,-94.7183,38.0134
66739,KS,Galena,Cherokee,-94.6557,37.0632
66740,KS,Galesburg,Neosho,-95.3707,37.4724
66741,KS,Garland,Bourbon,-94.6613,37.7175
66742,KS,Gas,Allen,-95.3467,37.9232
66743,KS,Girard,Crawford,-94.8569,37.5091
66746,KS,Hepler,Crawford,-94.9892,37.6576
66748,KS,Humboldt,Allen,-95.422,37.8045
66749,KS,Iola,Allen,-95.4,37.9245
66751,KS,La Harpe,Allen,-95.2991,37.917
66753,KS,Mc Cune,Crawford,-95.0376,37.3468
66754,KS,Mapleton,Bourbon,-94.8735,38.0228
66755,KS,Moran,Allen,-95.1647,37.9342
66756,KS,Mulberry,Crawford,-94.6839,37.5442
66757,KS,Neodesha,Wilson,-95.6765,37.4257
66758,KS,Neosho Falls,Woodson,-95.5497,37.9669
66759,KS,New Albany,Wilson,-95.9379,37.569
66760,KS,Opolis,Crawford,-94.6199,37.342
66761,KS,Piqua,Woodson,-95.5353,37.9228
66762,KS,Pittsburg,Crawford,-94.7105,37.3951
66763,KS,Frontenac,Crawford,-94.6916,37.4466
66767,KS,Prescott,Linn,-94.7008,38.0718
66769,KS,Redfield,Bourbon,-94.8805,37.8367
66770,KS,Riverton,Cherokee,-94.7175,37.081
66771,KS,Saint Paul,Neosho,-95.1688,37.518
66772,KS,Savonburg,Allen,-95.1545,37.7517
66773,KS,Scammon,Cherokee,-94.8092,37.2809
66775,KS,Stark,Neosho,-95.1388,37.6811
66776,KS,Thayer,Neosho,-95.4671,37.4527
66777,KS,Toronto,Woodson,-95.9368,37.7953
66778,KS,Treece,Cherokee,-94.8409,37.0005
66779,KS,Uniontown,Bourbon,-94.9752,37.8473
66780,KS,Walnut,Crawford,-95.0455,37.5967
66781,KS,Weir,Cherokee,-94.7286,37.2912
66782,KS,West Mineral,Cherokee,-94.9261,37.2851
66783,KS,Yates Center,Woodson,-95.7289,37.8801
66801,KS,Emporia,Lyon,-96.1871,38.4184
66830,KS,Admire,Lyon,-96.1017,38.6393
66833,KS,Allen,Lyon,-96.1735,38.652
66834,KS,Alta Vista,Wabaunsee,-96.48,38.8636
66835,KS,Americus,Lyon,-96.2608,38.5098
66838,KS,Burdick,Morris,-96.8396,38.5674
66839,KS,Burlington,Coffey,-95.7336,38.2363
66840,KS,Burns,Marion,-96.8634,38.1222
66842,KS,Cassoday,Butler,-96.6746,38.0298
66843,KS,Cedar Point,Chase,-96.8228,38.26
66845,KS,Cottonwood Falls,Chase,-96.5418,38.3565
66846,KS,Council Grove,Morris,-96.5469,38.6959
66849,KS,Dwight,Morris,-96.5802,38.8389
66850,KS,Elmdale,Chase,-96.6675,38.3779
66851,KS,Florence,Marion,-96.9346,38.2415
66852,KS,Gridley,Coffey,-95.8874,38.1012
66853,KS,Hamilton,Greenwood,-96.1691,37.9791
66854,KS,Hartford,Lyon,-95.9997,38.2833
66855,KS,Lamont,Greenwood,-96.0267,38.1125
66856,KS,Lebo,Coffey,-95.8222,38.4161
66857,KS,Le Roy,Coffey,-95.6227,38.0874
66858,KS,Lincolnville,Marion,-96.9626,38.4933
66859,KS,Lost Springs,Marion,-96.9799,38.5657
66860,KS,Madison,Greenwood,-96.1213,38.1278
66861,KS,Marion,Marion,-97.0204,38.3554
66862,KS,Matfield Green,Chase,-96.5541,38.1448
66863,KS,Neal,Greenwood,-96.0818,37.8329
66864,KS,Neosho Rapids,Lyon,-96.0168,38.3948
66865,KS,Olpe,Lyon,-96.1891,38.2578
66866,KS,Peabody,Marion,-97.1184,38.1737
66868,KS,Reading,Lyon,-95.9895,38.529
66869,KS,Strong City,Chase,-96.5172,38.4129
66870,KS,Virgil,Greenwood,-96.0329,37.8976
66871,KS,Waverly,Coffey,-95.5982,38.3782
66872,KS,White City,Morris,-96.7637,38.789
66873,KS,Wilsey,Morris,-96.6753,38.6361
66901,KS,Concordia,Cloud,-97.6568,39.5516
66930,KS,Agenda,Republic,-97.4465,39.7044
66932,KS,Athol,Smith,-98.9077,39.7719
66933,KS,Barnes,Washington,-96.8676,39.6841
66935,KS,Belleville,Republic,-97.629,39.8241
66936,KS,Burr Oak,Jewell,-98.3499,39.8932
66937,KS,Clifton,Washington,-97.2611,39.6201
66938,KS,Clyde,Cloud,-97.408,39.5758
66939,KS,Courtland,Republic,-97.89,39.7851
66940,KS,Cuba,Republic,-97.4496,39.7975
66941,KS,Esbon,Jewell,-98.4462,39.7562
66942,KS,Formoso,Jewell,-97.9889,39.7795
66943,KS,Greenleaf,Washington,-96.9775,39.7061
66944,KS,Haddam,Washington,-97.3081,39.852
66945,KS,Hanover,Washington,-96.8689,39.8927
66946,KS,Hollenberg,Washington,-96.9735,39.96
66948,KS,Jamestown,Cloud,-97.8631,39.6021
66949,KS,Jewell,Jewell,-98.1472,39.6719
66951,KS,Kensington,Smith,-99.0308,39.7692
66952,KS,Lebanon,Smith,-98.556,39.8077
66953,KS,Linn,Washington,-97.0854,39.6847
66955,KS,Mahaska,Washington,-97.3453,39.9845
66956,KS,Mankato,Jewell,-98.2152,39.7833
66958,KS,Morrowville,Washington,-97.1825,39.8616
66959,KS,Munden,Republic,-97.5403,39.9272
66960,KS,Narka,Republic,-97.4243,39.9582
66961,KS,Norway,Republic,-97.6509,39.8279
66962,KS,Palmer,Washington,-97.1122,39.6192
66963,KS,Randall,Jewell,-98.0661,39.6286
66964,KS,Republic,Republic,-97.8435,39.9376
66966,KS,Scandia,Republic,-97.7786,39.7939
66967,KS,Smith Center,Smith,-98.7842,39.8042
66968,KS,Washington,Washington,-97.0484,39.8223
66970,KS,Webber,Jewell,-98.035,39.935
67001,KS,Andale,Sedgwick,-97.6366,37.7797
67002,KS,Andover,Butler,-97.1179,37.6985
67003,KS,Anthony,Harper,-98.0285,37.1512
67004,KS,Argonia,Sumner,-97.7557,37.284
67005,KS,Arkansas City,Cowley,-97.0357,37.0676
67008,KS,Atlanta,Cowley,-96.7661,37.4343
67009,KS,Attica,Harper,-98.2264,37.2528
67010,KS,Augusta,Butler,-96.9648,37.6836
67012,KS,Beaumont,Butler,-96.5329,37.658
67013,KS,Belle Plaine,Sumner,-97.2852,37.4052
67016,KS,Bentley,Sedgwick,-97.5166,37.8866
67017,KS,Benton,Butler,-97.0971,37.7946
67018,KS,Bluff City,Harper,-97.8754,37.0838
67019,KS,Burden,Cowley,-96.757,37.3209
67020,KS,Burrton,Harvey,-97.6666,38.0261
67021,KS,Byers,Pratt,-98.9017,37.7847
67022,KS,Caldwell,Sumner,-97.6247,37.0452
67023,KS,Cambridge,Cowley,-96.6645,37.3161
67024,KS,Cedar Vale,Chautauqua,-96.4701,37.1265
67025,KS,Cheney,Sedgwick,-97.7686,37.6353
67026,KS,Clearwater,Sedgwick,-97.5082,37.5076
67028,KS,Coats,Pratt,-98.8504,37.5125
67029,KS,Coldwater,Comanche,-99.3115,37.2479
67030,KS,Colwich,Sedgwick,-97.5405,37.7782
67031,KS,Conway Springs,Sumner,-97.6284,37.3903
67035,KS,Cunningham,Kingman,-98.3564,37.6309
